Open_Recalls,Recall_status,Name_of_Recall,Campaign_NHTSA,Date_of_recall_announcement,Brief_Description,Safety_Risk,Remedy,Vim_ID,Time_Stamp
No,,,,,,,,1FAFP45X0WF107547,2023-03-06 23:53:31.181030
No,,,,,,,,1FTZR45EX4PB53264,2023-03-06 23:53:31.206963
No,,,,,,,,1FMEU64E86UB64368,2023-03-06 23:53:31.271733
No,,,,,,,,1FTFX1EF6DKF33585,2023-03-06 23:53:31.459720
No,,,,,,,,1ftyr10u43pb41912,2023-03-06 23:53:31.516935
No,,,,,,,,1fahp3j27cl335006,2023-03-06 23:53:31.526507
No,,,,,,,,1ftzR15e61ta54796,2023-03-06 23:53:31.603386
No,,,,,,,,1FMFU15508LA03009,2023-03-06 23:53:31.713083
No,,,,,,,,1FTEX15N2PKA95526,2023-03-06 23:53:31.788482
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU0F76FUA34382,2023-03-06 23:53:32.026412
No,,,,,,,,1FTMF1C57KKD60192,2023-03-06 23:53:32.079347
No,,,,,,,,1FTRW07662KA47945,2023-03-06 23:53:32.348669
No,,,,,,,,1ZVBP8FFXB5135276,2023-03-06 23:53:32.566537
Yes,Incomplete,SPEED CONTROL SYSTEM MODIFICATION,05V017000,2005-01-27,"ON CERTAIN SPORT UTILITY VEHICLES AND PICKUP TRUCKS, THE SPEED CONTROL DEACTIVATION SWITCH MAY OVERHEAT, SMOKE, OR BURN.",THIS CONDITION COULD LEAD TO A FIRE.  FIRES HAVE OCCURRED WHILE THE VEHICLES WERE PARKED WITH THE IGNITION 'OFF.',"AS AN INTERIM REPAIR, OWNERS WILL BE INSTRUCTED TO RETURN THEIR VEHICLES TO THEIR DEALERS TO HAVE THE SPEED CONTROL DEACTIVATION SWITCH DISCONNECTED.  AS SOON AS REPLACEMENT PARTS ARE AVAILABLE (EARLY APRIL 2005), OWNERS WILL BE INSTRUCTED TO RETURN TO THE DEALERS FOR INSTALLATION OF A NEW SWITCH FREE OF CHARGE.  OWNERS MAY CONTACT FORD AT 1-866-436-7332.  (NOTE:  ALSO SEE RECALLS 05V388 AND 06V286)",1FMZU67E91UA52782,2023-03-06 23:53:32.642482
No,,,,,,,,1FAHP3F26CL384674,2023-03-06 23:53:32.785932
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU0GX1DUD08602,2023-03-06 23:53:32.873807
Yes,Incomplete,DOOR LATCH REPEAT REPAIR,20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU",1FMCU0GX1DUD08602,2023-03-06 23:53:32.876284
No,,,,,,,,1ZVBP8CF0E5248842,2023-03-06 23:53:32.956483
No,,,,,,,,1FMJK2AT2MEA13551,2023-03-06 23:53:32.973469
Yes,Incomplete,BOTH FRONT WIPER ARM REPLACEMENT,22V250,2022-04-14,"ON YOUR VEHICLE, IT MAY BE POSSIBLE FOR THE VEHICLE WIPER ARMS TO PERFORM ERRATICALLY. THIS CONDITION CAN POTENTIALLY LEAD TO A WIPER ARM THAT BECOMES INOPERABLE AND OR SEPARATED FROM THE VEHICLE, WHICH CAN RESULT IN REDUCED VISIBILITY IN CERTAIN CONDITIONS.",A WIPER ARM THAT BECOMES INOPERABLE ANDOR SEPARATED FROM THE VEHICLE CAN RESULT IN REDUCED VISIBILITY IN CERTAIN CONDITIONS,"FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN SMALL QUANTITIES 4  QUARTER 2022.",1FMJU1GT4MEA02241,2023-03-06 23:53:33.033298
No,,,,,,,,1FMYU02Z26KA30239,2023-03-06 23:53:33.164362
No,,,,,,,,3FAFP31301R159673,2023-03-06 23:53:33.197431
No,,,,,,,,1fahp3fn6bw104114,2023-03-06 23:53:33.457666
No,,,,,,,,1FMCU59369KA85922,2023-03-06 23:53:33.469051
No,,,,,,,,1FTER4FH5KLB12889,2023-03-06 23:53:33.810984
No,,,,,,,,1FMYU93155KA95002,2023-03-06 23:53:33.982887
No,,,,,,,,1fmcu9d70akc13772,2023-03-06 23:53:34.085551
No,,,,,,,,1FAFP44433F418425,2023-03-06 23:53:34.243078
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU0GX7GUA18322,2023-03-06 23:53:34.270897
Yes,Incomplete,DOOR LATCH REPEAT REPAIR,20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU",1FADP3K2XEL333430,2023-03-06 23:53:34.343941
No,,,,,,,,1FAFP34N36W124854,2023-03-06 23:53:34.371481
No,,,,,,,,1FTPX12525FA67647,2023-03-06 23:53:34.501021
No,,,,,,,,1FAHP3FN0AW143165,2023-03-06 23:53:34.637678
No,,,,,,,,1FTDF15Y7RLB52888,2023-03-06 23:53:34.696638
No,,,,,,,,1FATP8UH5J5143236,2023-03-06 23:53:34.869295
No,,,,,,,,1FMCU0GD3HUE54463,2023-03-06 23:53:35.276981
No,,,,,,,,1fmpu17l64lb36657,2023-03-06 23:53:35.408339
Yes,Incomplete,FUEL TANK DEFORMATION,18V735,2018-10-22,"ON YOUR VEHICLE, THE PCM SOFTWARE MAY NOT ADEQUATELY DETECT A STUCK-OPEN CANISTER PURGE VALVE (CPV) WITHIN THE FUEL VAPOR SYSTEM. IF THE CPV MALFUNCTIONS AND STICKS OPEN, IT CAN LEAD TO EXCESSIVE VACUUM IN THE FUEL VAPOR SYSTEM, POTENTIALLY DEFORMING THE PLASTIC FUEL TANK. THIS CAN CAUSE THE FOLLOWING SYMPTOMS: ILLUMINATED MALFUNCTION INDICATOR LAMP (MIL) WITH CERTAIN DIAGNOSTIC TROUBLE CODES (DTCS) INACCURATE OR ERRATIC FUEL GAUGE INDICATION INACCURATE DISTANCE TO EMPTY (DTE) ENGINE STALL AND/OR OTHER DRIVABILITY CONCERNS RELATED TO STUCK OPEN CPV","THIS MAY RESULT IN AN ENGINE STALL WHILE DRIVING WITHOUT WARNING OR WITHOUT THE ABILITY TO RESTART, AND CAN INCREASE THE RISK OF A CRASH.","PARTS AND SOFTWARE ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO UPDATE YOUR VEHICLE S PCM SOFTWARE, CHECK FOR DTCS OR OTHER EVIDENCE OF A LEAKING CPV, AND PERFORM ANY ADDITIONAL REQUIRED REPAIRS AS REQUIRED, FREE OF CHARGE (PARTS AND LABOR).IF YOU INSTALLED A FORD PERFORMANCE CALIBRATION ON YOUR 2013-2018 FOCUS ST, YOU MUST STILL HAVE THIS SAFETY RECALL PERFORMED. YOU MAY CONTACT FORD PERFORMANCE TO OBTAIN AN UPDATED FORD PERFORMANCE CALIBRATION FOR YOUR VEHICLE AFTER THIS RECALL HAS BEEN COMPLETED.CONTACT THE FORD PERFORMANCE TECHLINE BY CALLING 800-367-3788 OR ONLINE HTTPS://PERFORMANCEPARTS.FORD.COM/CONTACT-US",1fadp3f21gl306775,2023-03-06 23:53:35.460731
No,,,,,,,,1FAHP3H2XCL196222,2023-03-06 23:53:35.673913
Yes,Incomplete,DOOR HANDLE REINFORCEMENT,11V049000,2011-02-01,"FORD IS RECALLING CERTAIN MODEL YEAR 2009 AND 2010 F-150 VEHICLES MANUFACTURED FROM JANUARY 18, 2008, THROUGH NOVEMBER 30, 2009.  THE INTERIOR DOOR HANDLE HOUSING EMBOSSMENT RETAINING THE INTERIOR DOOR HANDLE SPRING MAY FRACTURE DURING NORMAL USAGE RESULTING IN INSUFFICIENT SPRING FORCE TO RETURN THE HANDLE TO THE FULLY STOWED POSITION.","IN THE EVENT OF A SIDE IMPACT CRASH, THE DOOR HANDLE SPRING CAN FAIL CAUSING THE DOOR LATCH TO OPEN.","OWNERS WILL BE INITIALLY NOTIFIED AND INSTRUCTED TO TAKE THEIR VEHICLES TO A FORD OR LINCOLN/MERCURY DEALER IF ANY INTERIOR DOOR HANDLE IS LOOSE OR FAILS TO RETURN TO THE STOWED POSITION AFTER ACTIVATION FOR REPLACEMENT OF THE AFFECT MODULE.  ONCE PARTS BECOME AVAILABLE, OWNERS WILL BE RENOTIFIED AND INSTRUCTED TO TAKE THEIR VEHICLES TO A FORD OR LINCOLN/MERCURY DEALER FOR INSPECTION OF EACH INTERIOR DOOR HANDLE.  DEPENDING ON THE RESULTS OF THE INSPECTION, THE DEALER WILL EITHER ADD A SPRING EMBOSSMENT REINFORCEMENT OR REPLACE THE INTERIOR DOOR HANDLE MODULE FREE OF CHARGE.  THE SAFETY RECALL BEGAN ON FEBRUARY 10, 2011.  OWNERS MAY CONTACT FORD AT 1-866-436-7332.",1FTFW1EV3AFA18204,2023-03-06 23:53:35.683635
No,,,,,,,,1FTPX04556KD72303,2023-03-06 23:53:35.748337
No,,,,,,,,1FADP3F27DL188260,2023-03-06 23:53:35.758126
No,,,,,,,,1FAFp33P13W240603,2023-03-06 23:53:35.788640
Yes,Incomplete,ELECTRIC POWER STEERING,14V284000,2014-05-29,"FORD MOTOR COMPANY (FORD) IS RECALLING CERTAIN MODEL YEAR 2008-2011 FORD ESCAPE AND MERCURY MARINER VEHICLES MANUFACTURED AUGUST 18, 2006, THROUGH SEPTEMBER 11, 2010.   THE AFFECTED VEHICLES HAVE A STEERING TORQUE SENSOR THAT MAY NOT BE ABLE TO PROPERLY DETECT DRIVER STEERING INPUT.  AS A RESULT, THE SYSTEM COULD REMOVE THE ELECTRIC POWER STEERING (EPS) ASSIST.","IF POWER STEERING ASSIST IS LOST, GREATER DRIVER EFFORT WOULD BE REQUIRED TO STEER THE VEHICLE AT LOW SPEEDS, INCREASING THE RISK OF A CRASH.","FORD WILL NOTIFY OWNERS, AND DEALERS WILL UPDATE THE SOFTWARE FOR THE POWER STEERING CONTROL MODULE (PSCM) AND THE INSTRUMENT CLUSTER MODULE, FREE OF CHARGE.      IF A VEHICLE SHOWS A HISTORY OF A LOSS OF THE TORQUE SENSOR SIGNAL OR FAULT CODES RELATING TO THE PSCM WHEN THE VEHICLE IS BROUGHT IN FOR THE RECALL REMEDY, THE AFFECTED COMPONENTS WILL BE REPLACED, FREE OF CHARGE.  THE RECALL IS EXPECTED TO BEGIN BY JULY 25, 2014. OWNERS MAY CONTACT FORD CUSTOMER SERVICE AT 1-866-436-7332.  FORD'S NUMBER FOR THIS RECALL IS 14S05.",1FMCU03128KE19114,2023-03-06 23:53:36.040389
No,,,,,,,,1FTMF1CB4LKE56420,2023-03-06 23:53:36.048128
Yes,Incomplete,DRIVER AIRBAG INFLATOR REPLACEMENT,21V158,2021-03-25,DRIVER AIRBAG INFLATOR REPLACEMENT,"THE DRIVER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE DRIVER AIRBAG. IF AN AIRBAG INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE DRIVER OR OTHER OCCUPANTS CAUSING SERIOUS INJURY OR DEATH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE IN SUFFICIENT QUANTITIES, OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE DRIVER AIRBAG INFLATOR REPLACED. THERE WILL BE NO CHARGE FOR THIS SERVICE.",1FTKR1ED9BPA25165,2023-03-06 23:53:36.349530
Yes,Incomplete,CLIMATE CONTROL BLOWER MOTOR REPLACEMENT,22V-648,2022-08-26,"ON YOUR VEHICLE, THE CLIMATE CONTROL FRONT BLOWER MOTOR MAY OVERHEAT, POTENTIALLY RESULTING IN AN INTERIOR FIRE WHILE THE VEHICLE IS ON",AN INTERIOR VEHICLE FIRE CAN INCREASE THE RISK OF PERSONAL INJURY AND VEHICLE DAMAGE.,"FORD IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE REDESIGNED PARTS FOR THE REPAIR. YOU WILL BE NOTIFIED ONCE REMEDY PARTS BECOME AVAILABLE, WHICH IS EXPECTED IN EARLY FIRST QUARTER 2023.  THIS REPAIR WILL BE FREE OF CHARGE PARTS AND LABOR.",1FMJU1KT6HEA74412,2023-03-06 23:53:36.961175
Yes,Incomplete,UNDERHOOD FIRES,22v346,2022-05-17,"ON YOUR VEHICLE, AN UNDERHOOD FIRE MAY OCCUR EITHER WHEN THE ENGINE IS ON, OR WHILE THE VEHICLE IS PARKED AND THE ENGINE IS OFF.",AN UNDERHOOD VEHICLE FIRE CAN INCREASE THE RISK OF PERSONAL INJURY AND DAMAGE TO SURROUNDING STRUCTURES OR PROPERTY.,"YOU SHOULD PARK YOUR VEHICLE OUTSIDE AWAY FROM STRUCTURES AND OTHER PROPERTY UNTIL THIS REPAIR HAS BEEN COMPLETED. FORD MOTOR COMPANY HAS IDENTIFIED A REPAIR AND IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS. PARTS HAVE BEGUN TO ARRIVE FROM OUR SUPPLIER IN LIMITED QUANTITIES. PLEASE CONTACT YOUR DEALER TO MAKE AN APPOINTMENT IN MID-AUGUST FOR THE REPAIR. THE REPAIR IS FREE OF CHARGE PARTS AND LABOR. FOR YOUR CONVENIENCE, FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO PROVIDE YOU WITH VEHICLE PICK-UP AND DELIVERY, A RENTAL VEHICLE OR OTHER ALTERNATE TRANSPORTATION  ALL FOR FREE.",1FmJk1kt3mea41299,2023-03-06 23:53:36.967146
No,,,,,,,,1FMZU32E6WZB87959,2023-03-06 23:53:36.965890
No,,,,,,,,1ftrf12236na07921,2023-03-06 23:53:37.153551
No,,,,,,,,1FTRW08L72KC06959,2023-03-06 23:53:37.264724
No,,,,,,,,1FA6P8CF5J5166772,2023-03-06 23:53:37.275723
No,,,,,,,,1FABP26A0GF150929,2023-03-06 23:53:37.278787
Yes,Incomplete,DRIVER AIRBAG INFLATOR REPLACEMENT,21V158,2021-03-25,DRIVER AIRBAG INFLATOR REPLACEMENT,"THE DRIVER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE DRIVER AIRBAG. IF AN AIRBAG INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE DRIVER OR OTHER OCCUPANTS CAUSING SERIOUS INJURY OR DEATH.","FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE IN SUFFICIENT QUANTITIES, OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE DRIVER AIRBAG INFLATOR REPLACED. THERE WILL BE NO CHARGE FOR THIS SERVICE.",1FTYR10D28PA53027,2023-03-06 23:53:37.287165
No,,,,,,,,1FTRF12248KF02813,2023-03-06 23:53:37.343497
Yes,Incomplete,FUEL LINE,00V231000,2000-08-17,"VEHICLE DESCRIPTION:  LIGHT DUTY PICKUP TRUCKS MANUFACTURED AT THE KANSAS CITY OR NORFOLK ASSEMBLY PLANTS.  THE FRONT FUEL LINE ASSEMBLY COULD HAVE A HOLE RUBBED THROUGH IN ONE OF TWO LOCATIONS. THE FIRST LOCATION IS BELOW THE FUEL RAIL CONNECTION WHERE THE FLEXIBLE HOSE IS CRIMPED TO THE STEEL TUBE.  THE BRACKET THAT ATTACHES THE FRONT FUEL LINE TO THE TRANSMISSION COULD HAVE BEEN BENT DURING ASSEMBLY.  THE SECOND LOCATION IS AT THE REAR STEEL TUBE SECTION FORWARD OF THE REAR BRACKET.  DURING INSTALLATION THE REAR STEEL TUBES OF THE FRONT FUEL LINE ASSEMBLY COULD HAVE BEEN BENT DOWNWARD.  IN VEHICLES EQUIPPED WITH A MANUAL 4XZ4 TRANSFER CASE SHIFTER, THE SHIFTER LINKAGE MAY CONTACT THE STEEL TUBES AS IT IS BEING SHIFTED BETWEEN 4H, 4L, 2L AND NEUTRAL.",THIS CONDITION COULD RESULT IN FUEL LEAKAGE.  FUEL LEAKAGE IN THE PRESENCE OF AN IGNITION SOURCE COULD RESULT IN A FIRE.,"DEALERS WILL INSPECT THESE LINES AND REPLACE THE FRONT FUEL LINE ASSEMBLY IF NECESSARY.  OWNER NOTIFICATION BEGAN OCTOBER 27, 2000.   OWNERS WHO TAKE THEIR VEHICLES TO AN AUTHORIZED DEALER ON AN AGREED UPON SERVICE DATE AND DO NOT RECEIVE THE FREE REMEDY WITHIN A REASONABLE TIME SHOULD CONTACT FORD AT 1-866-436-7332.",1FTDF1728VND21968,2023-03-06 23:53:37.522077
Yes,Incomplete,ROOF RACK TRIM DETACHMENT,21V316,2021-05-05,ROOF RACK TRIM DETACHMENT,"A ROOF RAIL COVER THAT DETACHES WHILE DRIVING CAN CREATE A ROAD HAZARD FOR OTHER USERS, INCREASING THE RISK OF A CRASH.",OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE ROOF RAIL SECURED USING PLASTIC PUSH-PINS.  THERE WILL BE NO CHARGE FOR THIS SERVICE,1FM5K7D86JGC54258,2023-03-06 23:53:37.585676
No,,,,,,,,1FTEW1EG4FFB47850,2023-03-06 23:53:37.894521
No,,,,,,,,1FMYU93115KC92359,2023-03-06 23:53:38.363210
No,,,,,,,,1FTPX14566NB49742,2023-03-06 23:53:38.407504
No,,,,,,,,1FTMF1C83GKE70495,2023-03-06 23:53:38.456462
No,,,,,,,,1FMYU95H26KD48997,2023-03-06 23:53:38.691706
Yes,Incomplete,ROOF RACK TRIM DETACHMENT,21V316,2021-05-05,ROOF RACK TRIM DETACHMENT,"A ROOF RAIL COVER THAT DETACHES WHILE DRIVING CAN CREATE A ROAD HAZARD FOR OTHER USERS, INCREASING THE RISK OF A CRASH.",OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE ROOF RAIL SECURED USING PLASTIC PUSH-PINS.  THERE WILL BE NO CHARGE FOR THIS SERVICE,1FM5K7D89GGA95194,2023-03-06 23:53:38.721257
Yes,Incomplete,REAR SUSPENSION TOE LINK REPLACEMENT,19V435,2019-06-10,"ON YOUR VEHICLE, FREQUENT FULL ARTICULATION OF THE REAR SUSPENSION MAY INCREASE THE STRESS ON THE REAR SUSPENSION TOE LINK, WHICH MAY, OVER TIME, RESULT IN A TOE LINK FRACTURE.","REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN A NOISE, A SUDDEN CHANGE IN VEHICLE HANDLING, OR DIFFICULTY CONTROLLING THE VEHICLE INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR REAR SUSPENSION TOE LINKS FREE OF CHARGE PARTS AND LABOR.,1FM5K7D89GGA95194,2023-03-06 23:53:38.723600
No,,,,,,,,1FTEW1E47KKC50199,2023-03-06 23:53:38.731028
