vim_id,cspCount,name_of_description,fsa_number,time_stamp
1FADP3FE9JL216856,,,,2023-03-06 23:53:27.449967
1FADP3K26JL299593,,,,2023-03-06 23:53:27.724220
1FTFW1EF2BKD05115,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:27.796598
1FTPX14V17FA84441,,,,2023-03-06 23:53:28.006705
1FTZR15E14PB24685,,,,2023-03-06 23:53:28.341821
1FMCU0H91DUC72121,1,EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS,14N02,2023-03-06 23:53:28.396852
1FTRF17213NA17786,,,,2023-03-06 23:53:28.413649
1fmzu73x7yza08029,,,,2023-03-06 23:53:28.590788
1fM5K8D89GGB10413,2,REAR WHEEL KNUCKLE REPLACEMENT,22N01,2023-03-06 23:53:28.637130
1fM5K8D89GGB10413,2,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:28.638587
1FTZR15E26PA14196,,,,2023-03-06 23:53:28.672658
1fahp35n29w258377,,,,2023-03-06 23:53:28.761729
1FAFP42X84F200124,,,,2023-03-06 23:53:28.779359
1FM5K8DH8GGA42038,1,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:28.923329
1FMFU18556LA45314,,,,2023-03-06 23:53:29.193998
3FAFP31313R117435,,,,2023-03-06 23:53:29.202435
1FM5K7F8XDGC78032,1,DOOR LATCH,19N09,2023-03-06 23:53:29.407378
1ftpx14535fb76163,,,,2023-03-06 23:53:29.750155
1FTZR15V2XPB64519,1,MULTIFUNCTION SWITCH,00B40,2023-03-06 23:53:29.780167
3FAFP31312R167069,,,,2023-03-06 23:53:29.876286
1FMZU35P6WZB63819,,,,2023-03-06 23:53:30.050939
1FTMF1C5XKKD66200,,,,2023-03-06 23:53:30.072184
1FMCU0JX1EUC68029,,,,2023-03-06 23:53:30.077511
1FAFP42X1YF106995,,,,2023-03-06 23:53:30.166616
1FAFP42X04F108912,,,,2023-03-06 23:53:30.237131
1FTYR10D68PB14315,,,,2023-03-06 23:53:30.385635
1FATP8UH2L5101349,1,DOOR LATCH,21N10,2023-03-06 23:53:30.650945
1FMCU0HD5KUA63370,1,ONE TIME REPAIR FOR VEHICLES INCLUDED IN 19B37,21N12,2023-03-06 23:53:30.658872
1FMCU0J91KUB82796,,,,2023-03-06 23:53:30.944180
1FAFP45X0WF107547,,,,2023-03-06 23:53:31.183546
1FTZR45EX4PB53264,,,,2023-03-06 23:53:31.209068
1FMEU64E86UB64368,,,,2023-03-06 23:53:31.274177
1FTFX1EF6DKF33585,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:31.462635
1ftyr10u43pb41912,,,,2023-03-06 23:53:31.519508
1fahp3j27cl335006,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:31.528538
1ftzR15e61ta54796,,,,2023-03-06 23:53:31.606506
1FMFU15508LA03009,,,,2023-03-06 23:53:31.715479
1FTEX15N2PKA95526,,,,2023-03-06 23:53:31.790973
1FMCU0F76FUA34382,,,,2023-03-06 23:53:32.028926
1FTMF1C57KKD60192,,,,2023-03-06 23:53:32.081791
1FTRW07662KA47945,,,,2023-03-06 23:53:32.351435
1ZVBP8FFXB5135276,,,,2023-03-06 23:53:32.569039
1FMZU67E91UA52782,,,,2023-03-06 23:53:32.644046
1FAHP3F26CL384674,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:32.788470
1FMCU0GX1DUD08602,1,EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS,14N02,2023-03-06 23:53:32.877441
1ZVBP8CF0E5248842,,,,2023-03-06 23:53:32.958971
1FMJK2AT2MEA13551,,,,2023-03-06 23:53:32.975840
1FMJU1GT4MEA02241,,,,2023-03-06 23:53:33.035675
1FMYU02Z26KA30239,,,,2023-03-06 23:53:33.166997
3FAFP31301R159673,,,,2023-03-06 23:53:33.199886
1fahp3fn6bw104114,,,,2023-03-06 23:53:33.460273
1FMCU59369KA85922,,,,2023-03-06 23:53:33.472350
1FTER4FH5KLB12889,,,,2023-03-06 23:53:33.813337
1FMYU93155KA95002,,,,2023-03-06 23:53:33.985455
1fmcu9d70akc13772,1,ELECTRONIC THROTTLE BODY EXTENDED COVERAGE,13N03,2023-03-06 23:53:34.087967
1FAFP44433F418425,,,,2023-03-06 23:53:34.245526
1FMCU0GX7GUA18322,,,,2023-03-06 23:53:34.273463
1FADP3K2XEL333430,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:34.346610
1FADP3K2XEL333430,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:53:34.348778
1FAFP34N36W124854,,,,2023-03-06 23:53:34.374488
1FTPX12525FA67647,,,,2023-03-06 23:53:34.503598
1FAHP3FN0AW143165,,,,2023-03-06 23:53:34.640076
1FTDF15Y7RLB52888,,,,2023-03-06 23:53:34.699117
1FATP8UH5J5143236,1,DOOR LATCH,21N10,2023-03-06 23:53:34.871774
1FMCU0GD3HUE54463,1,ONE TIME REPAIR FOR VEHICLES INCLUDED IN 19B37,21N12,2023-03-06 23:53:35.279555
1fmpu17l64lb36657,,,,2023-03-06 23:53:35.409972
1fadp3f21gl306775,,,,2023-03-06 23:53:35.463162
1FAHP3H2XCL196222,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:35.676407
1FTFW1EV3AFA18204,,,,2023-03-06 23:53:35.685988
1FTPX04556KD72303,,,,2023-03-06 23:53:35.750685
1FADP3F27DL188260,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:35.760342
1FAFp33P13W240603,,,,2023-03-06 23:53:35.791541
1FMCU03128KE19114,,,,2023-03-06 23:53:36.051624
1FTMF1CB4LKE56420,,,,2023-03-06 23:53:36.050496
1FTKR1ED9BPA25165,,,,2023-03-06 23:53:36.352294
1FMJU1KT6HEA74412,,,,2023-03-06 23:53:36.963851
1FmJk1kt3mea41299,,,,2023-03-06 23:53:36.969712
1FMZU32E6WZB87959,,,,2023-03-06 23:53:36.974776
1ftrf12236na07921,,,,2023-03-06 23:53:37.156098
1FTRW08L72KC06959,,,,2023-03-06 23:53:37.268344
1FABP26A0GF150929,,,,2023-03-06 23:53:37.280673
1FA6P8CF5J5166772,,,,2023-03-06 23:53:37.281218
1FTYR10D28PA53027,,,,2023-03-06 23:53:37.288497
1FTRF12248KF02813,,,,2023-03-06 23:53:37.345858
1FTDF1728VND21968,,,,2023-03-06 23:53:37.524534
1FM5K7D86JGC54258,1,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:37.587729
1FTEW1EG4FFB47850,3,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:37.896473
1FTEW1EG4FFB47850,3,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:53:37.897358
1FTEW1EG4FFB47850,3,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:37.898064
1FMYU93115KC92359,,,,2023-03-06 23:53:38.365723
1FTPX14566NB49742,,,,2023-03-06 23:53:38.410148
1FTMF1C83GKE70495,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:38.459012
1FTMF1C83GKE70495,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:38.461125
1FMYU95H26KD48997,,,,2023-03-06 23:53:38.694130
1FM5K7D89GGA95194,2,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:38.725465
1FM5K7D89GGA95194,2,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:53:38.726967
1FTEW1E47KKC50199,3,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:38.732287
1FTEW1E47KKC50199,3,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:53:38.733365
1FTEW1E47KKC50199,3,DOOR LATCH FREEZING CONCERNS,19N06,2023-03-06 23:53:38.734376
1fm5k8d86dga39702,,,,2023-03-06 23:53:38.741167
1FTYR14VX1PB31367,,,,2023-03-06 23:53:38.763519
1FAFP40463F306644,,,,2023-03-06 23:53:38.823677
1FM5K8F83DGA57314,,,,2023-03-06 23:53:39.049814
1FAFP34P32W241135,,,,2023-03-06 23:53:39.059654
1FTFW1ET9DFA97414,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:39.355984
1ftrx18w0ykb01914,,,,2023-03-06 23:53:39.934822
1FTFW1CV3AFC34041,,,,2023-03-06 23:53:39.941407
1FADP3J2XFL235341,1,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:53:39.953625
1FTEW1E46LKE44594,,,,2023-03-06 23:53:40.162175
1FAFP404X1F103088,,,,2023-03-06 23:53:40.159581
1FTRF12W96KD82667,,,,2023-03-06 23:53:40.172280
1fmcu0gx9gua48986,,,,2023-03-06 23:53:40.178348
1ZVBP8CF3C5203598,,,,2023-03-06 23:53:40.181834
1zvbp8amxc5276677,,,,2023-03-06 23:53:40.240277
1FM5K8D82FGA99270,,,,2023-03-06 23:53:40.566203
1FMCU0JX0EUC19792,,,,2023-03-06 23:53:40.569770
1fafp49y13f413381,,,,2023-03-06 23:53:40.854400
1FMCU9G90HUC03271,,,,2023-03-06 23:53:41.402675
1FAFP45X84F150711,,,,2023-03-06 23:53:41.414738
1FTPW14V06FB42377,,,,2023-03-06 23:53:41.425230
1FTDF15YXGNA76326,3,ROOF RACK TRIM DETACHMENT,20N11,2023-03-06 23:53:41.790877
1FAHP3E25CL126857,3,ROOF RACK TRIM DETACHMENT,20N11,2023-03-06 23:53:41.793327
1FTDF15YXGNA76326,3,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:53:41.797980
1FTDF15YXGNA76326,3,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:41.805919
1FTEW1EF4GFB25923,3,ROOF RACK TRIM DETACHMENT,20N11,2023-03-06 23:53:41.796271
1FTEW1EF4GFB25923,3,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:53:41.809793
1FTDF15Y6RNB48187,,,,2023-03-06 23:53:41.811346
1FTEW1EF4GFB25923,3,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:41.818667
1FAHP3E25CL126857,3,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:53:41.800903
1FM5K7F85HGB50058,,,,2023-03-06 23:53:41.822492
1FAHP3E25CL126857,3,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:41.830517
1ZVHT82H265240591,,,,2023-03-06 23:53:41.836966
1FTPX045X4KB01153,,,,2023-03-06 23:53:42.086531
1FMYU93116KB35979,,,,2023-03-06 23:53:42.087751
1FAFP33P23W178855,,,,2023-03-06 23:53:42.390329
1FTFW1ETXEFA03963,,,,2023-03-06 23:53:42.949556
1FAFP31N17W278498,,,,2023-03-06 23:53:42.954006
1FMYU93184KA98037,,,,2023-03-06 23:53:42.963201
1FTZR15X6XPB38765,,,,2023-03-06 23:53:43.283090
1FTRF12206NA66778,,,,2023-03-06 23:53:43.342540
1FAHP3GN4AW284982,,,,2023-03-06 23:53:43.351665
1FMZU63K93UB86710,,,,2023-03-06 23:53:43.353116
1FAFP45X5WF210236,,,,2023-03-06 23:53:43.363486
1FMCU9C72AKD34711,1,ELECTRONIC THROTTLE BODY EXTENDED COVERAGE,13N03,2023-03-06 23:53:43.372177
1FMCU22X1TUC76817,,,,2023-03-06 23:53:43.598747
1FADP3L9XJL274305,,,,2023-03-06 23:53:43.609314
1FTEW1C84HFC05504,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:44.031568
1FTEW1C84HFC05504,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:44.037561
1FTMF1CW1AKE66290,,,,2023-03-06 23:53:45.358723
1ftew1eg2jkc68778,,,,2023-03-06 23:53:45.374794
1FAHP33NX8W253915,,,,2023-03-06 23:53:45.373470
1FMCU9GX9FUB99913,,,,2023-03-06 23:53:45.378950
1FM5K7D85DGC29825,2,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:53:45.388673
1FM5K7D85DGC29825,2,DOOR LATCH,19N09,2023-03-06 23:53:45.396826
1FTEW1EPXKFB21912,,,,2023-03-06 23:53:45.415942
1FTRX18L2YNA25276,,,,2023-03-06 23:53:45.416619
1FTRX18LX2NA69825,,,,2023-03-06 23:53:45.417846
1FAFP4044XF161240,,,,2023-03-06 23:53:45.668268
1fmfu18518la69371,,,,2023-03-06 23:53:45.674915
1FTDR15X0PPA92392,,,,2023-03-06 23:53:45.687029
1FM5K8D81DGB04438,1,DOOR LATCH,19N09,2023-03-06 23:53:45.695164
1FMCU9GD8KUC21254,,,,2023-03-06 23:53:46.998697
1FA6P8CF5L5189763,,,,2023-03-06 23:53:46.998137
1ftew1e57jkd93869,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:47.007599
1ftew1e57jkd93869,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:47.017270
1FTEX15F7EKA01002,,,,2023-03-06 23:53:47.033250
1FAHP35N39W185116,,,,2023-03-06 23:53:47.029658
1FMRU18W3WLA20644,,,,2023-03-06 23:53:47.040600
1FAFP42XXYF186121,,,,2023-03-06 23:53:47.036892
2FTRX18W42CA15484,,,,2023-03-06 23:53:47.038835
1FMCU9EG6CKB48203,1,ELECTRONIC THROTTLE BODY EXTENDED COVERAGE,13N03,2023-03-06 23:53:47.326600
1FMZU35P7WUA09147,,,,2023-03-06 23:53:47.331218
1FTFW1EF5BFB76070,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:47.338120
1FTEW1EF6FKD96813,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:47.351172
1FTEW1EF6FKD96813,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:47.351991
1FMCU9GX2EUD46572,2,REAR TOE LINK INSPECTION REPLACEMENT,21R02,2023-03-06 23:53:48.643618
1FAFP42XX4F106455,,,,2023-03-06 23:53:48.649537
1FTYR10D21PB10509,,,,2023-03-06 23:53:48.665537
1FMCU9GX2EUD46572,2,EPAS STEERING EFFORTS,15N01,2023-03-06 23:53:48.656390
1FMHK8F88CGA17323,,,,2023-03-06 23:53:48.664482
1FTFW1EV0AFB46528,,,,2023-03-06 23:53:48.678404
1ZVFT84N265244263,,,,2023-03-06 23:53:48.683320
1ZVFT84N155216467,,,,2023-03-06 23:53:48.684139
1FAFP4046WF143269,,,,2023-03-06 23:53:48.685027
1FTEW1CP1JKE13733,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:48.952437
1FTEW1CP1JKE13733,2,DOOR LATCH FREEZING CONCERNS,19N06,2023-03-06 23:53:48.954366
1fmpu18l6yla60152,,,,2023-03-06 23:53:48.989936
1FADP3E23EL238817,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:49.003228
1ZVHT84N285185386,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:53:49.003904
1FADP3E23EL238817,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:53:49.005477
1ZVHT84N285185386,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:53:49.006046
1FTFW1ET0BFA80806,,,,2023-03-06 23:53:50.175335
1FTEW1C80AFC46203,,,,2023-03-06 23:53:50.180479
1FMPU18L81LB71291,,,,2023-03-06 23:53:50.192155
1FMCU9GX8GUC29825,,,,2023-03-06 23:53:50.204605
1zvft80n365239188,,,,2023-03-06 23:53:50.206153
1FMCU0F72KUA50511,,,,2023-03-06 23:53:50.209098
1FTZX1762WNB66289,,,,2023-03-06 23:53:50.215166
1FAFP40433F364808,,,,2023-03-06 23:53:50.240638
1FTFW1ET8CFA88914,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:50.501950
1FTEW1EP7MKD92548,,,,2023-03-06 23:53:50.513980
1FTPX145X4NA90224,,,,2023-03-06 23:53:50.535896
1FTEW1E53KKE61487,,,,2023-03-06 23:53:50.537815
1ZVHT85H385123942,,,,2023-03-06 23:53:51.834889
1ZVHT80N685208495,,,,2023-03-06 23:53:51.873597
1FMCU9G6XMUA50947,,,,2023-03-06 23:53:51.956370
1FTRX17L81NB59930,,,,2023-03-06 23:53:51.957715
1FMYU031X7KB59906,,,,2023-03-06 23:53:52.110324
1FMEU63E37UA71647,,,,2023-03-06 23:53:52.125544
1FMZU67E32UB57173,,,,2023-03-06 23:53:52.158868
1FMZU72E12UA83393,,,,2023-03-06 23:53:52.161732
1ftrx17lxynb98495,,,,2023-03-06 23:53:52.195180
1FTEX15N8NKA86665,,,,2023-03-06 23:53:52.289424
1FADP3F21FL277776,1,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:53:52.406755
1FTEF15Y6TLC20707,,,,2023-03-06 23:53:52.764634
1FAFP31N57W346396,,,,2023-03-06 23:53:53.344619
1FMCU0G95HUC88877,,,,2023-03-06 23:53:53.437982
1FTYR11U36PA10859,,,,2023-03-06 23:53:53.431757
1FMCU9DGXAKC68830,,,,2023-03-06 23:53:53.482551
1fmeu73e87ub16751,,,,2023-03-06 23:53:53.643192
1FMDU62K73UC37536,,,,2023-03-06 23:53:53.693437
1FTEF14N2KNA49495,,,,2023-03-06 23:53:53.695483
1FTPW14544KC21409,,,,2023-03-06 23:53:53.735652
1FTFX1EV2AFC28340,,,,2023-03-06 23:53:53.737723
1FMFU17L44LB20825,,,,2023-03-06 23:53:53.814362
1FMDU34X0SZB01838,,,,2023-03-06 23:53:53.987627
1FTKR1AD3BPA88297,,,,2023-03-06 23:53:54.229451
1FMDU63K85UA93139,,,,2023-03-06 23:53:54.918028
1FATP8UH2J5156347,1,DOOR LATCH,21N10,2023-03-06 23:53:54.924140
1FMCU9G94HUC87966,,,,2023-03-06 23:53:55.023323
2FTRX08L93CA39250,,,,2023-03-06 23:53:55.031661
1FTRX12W96KB62068,,,,2023-03-06 23:53:55.163074
1FMJK1G5XEEF42105,,,,2023-03-06 23:53:55.178754
1FTEW1CP7FKF02391,,,,2023-03-06 23:53:55.196877
1FM5K8F85FGC13615,1,FRONT DOOR TRIM PANEL REPAIR,17N04,2023-03-06 23:53:55.254697
1FTFW1E80MFA90296,,,,2023-03-06 23:53:55.263236
1FTPW14554KD29764,,,,2023-03-06 23:53:55.356484
1FTDF15R5RLB04783,,,,2023-03-06 23:53:55.484367
1FMCU9GX3DUA11741,1,EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS,14N02,2023-03-06 23:53:55.808501
1FTPX14505NA67889,1,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:56.529413
1FM5K7D84JGA34360,1,HIGH SPEED COOLING FAN MOTOR RELAY,21N01,2023-03-06 23:53:56.527153
1FADP3F28FL242443,,,,2023-03-06 23:53:56.582741
1FTYR14U7WPB34385,,,,2023-03-06 23:53:56.613180
1FMEU72E76UA32209,,,,2023-03-06 23:53:56.694388
1FMJK1HT1JEA27422,,,,2023-03-06 23:53:56.741348
1FTFW1EF0HFA15683,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:53:56.747985
1FTFW1EF0HFA15683,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:53:56.749279
1FTYR14V8YPA04904,,,,2023-03-06 23:53:56.757922
1FMFU18L34LB01035,,,,2023-03-06 23:53:56.787934
1fmeu64e98ua27006,,,,2023-03-06 23:53:56.880612
1FTPX14V57FB65796,,,,2023-03-06 23:53:57.126178
1FTNF1CF9CKD54263,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:57.464240
1FAHP36N39W217819,,,,2023-03-06 23:53:58.052175
1ZVBP8EM0C5217941,,,,2023-03-06 23:53:58.076412
1FM5K7D81FGc57057,1,REAR TOE LINK REPLACEMENT,21R01,2023-03-06 23:53:58.132262
1FM5K8F8XDGA64938,,,,2023-03-06 23:53:58.220145
1FA6P8CF7K5197734,,,,2023-03-06 23:53:58.233424
1ZVBP8EM7B5157851,,,,2023-03-06 23:53:58.242580
1FTRW07L91KC27778,,,,2023-03-06 23:53:58.247813
1FABP28M5FF162337,,,,2023-03-06 23:53:58.311415
1FMRU1868XLA79416,1,MULTIFUNCTION SWITCH,00B40,2023-03-06 23:53:58.319894
1FMJU2AT1KEA40120,,,,2023-03-06 23:53:58.463274
1ftcr15x1nta03378,,,,2023-03-06 23:53:58.684669
1FMRU15W11LA03046,,,,2023-03-06 23:53:58.988923
1FTRF17WX2nA06626,,,,2023-03-06 23:53:59.552794
2FTRX18L4XCA18527,,,,2023-03-06 23:53:59.594203
1FM5K8AT9FGC66815,,,,2023-03-06 23:53:59.645225
1FTFW1EF3DFD04700,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:53:59.716165
1ZVBP8CF3D5253810,,,,2023-03-06 23:53:59.736929
1FTCR10A2TUD70526,,,,2023-03-06 23:53:59.747690
1FMCU0J98HUB91522,,,,2023-03-06 23:53:59.819205
1FMRU15L41LA26942,,,,2023-03-06 23:53:59.826678
1ZVBP8AM0E5269398,,,,2023-03-06 23:53:59.836570
1FMCU0GX5EUC97816,,,,2023-03-06 23:53:59.963626
1FMCU04131KE81240,,,,2023-03-06 23:54:00.196004
1FM5K8D88DGA76542,,,,2023-03-06 23:54:00.483475
1ZVBP8EM3C5230554,1,CLEAR PERMANENT DTC P0315,17N01,2023-03-06 23:54:01.077155
1FMDU34XXMUA27716,,,,2023-03-06 23:54:01.216990
1FTFW1ET0CFB93737,2,ELECTRIC VACUUM PUMP EXTENDED REPAIR,15N05,2023-03-06 23:54:01.437487
1FTFW1ET0CFB93737,2,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:54:01.439325
1ftpw14v49fa30914,,,,2023-03-06 23:54:01.553028
1FAFP40493F403465,,,,2023-03-06 23:54:01.563542
1FATP8UH0L5135967,1,DOOR LATCH,21N10,2023-03-06 23:54:01.586545
1FA6P8TH6K5156819,,,,2023-03-06 23:54:01.597724
1FMCU03G49KC79928,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:54:01.611656
1FADP3F22EL368957,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:54:01.616834
1FADP3F22EL368957,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:54:01.621466
1FMCU03G49KC79928,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:54:01.619281
1FMDU32X6RUD01200,2,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:54:01.622673
1FMDU32X6RUD01200,2,TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION,19N08,2023-03-06 23:54:01.630429
1FMCU9D75BKB54106,,,,2023-03-06 23:54:01.801071
1FTFW1EV2AFB46059,,,,2023-03-06 23:54:02.094216
1FTEW1CFXGKF89874,2,DOOR LATCH FREEZING CONCERNS,18N03,2023-03-06 23:54:02.716443
1FTEW1CFXGKF89874,2,POWER DOOR LOCK ACTUATOR FAILURE,20M04,2023-03-06 23:54:02.718597
1fm5k8d83kgb32612,,,,2023-03-06 23:54:02.744862
1FTEW1E43LFB36663,,,,2023-03-06 23:54:03.082910
1FMZU34EXWZA91555,,,,2023-03-06 23:54:03.088514
1FTPW14534KB77340,,,,2023-03-06 23:54:03.076824
1FTFX1CF3BFB63043,1,TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE,19N01,2023-03-06 23:54:03.122931
1FMJK1H59CEF06417,1,MOLDED LEADFRAME EXTENDED COVERAGE,16N02,2023-03-06 23:54:03.138214
1FMCU0GD3KUA34919,1,ONE TIME REPAIR FOR VEHICLES INCLUDED IN 19B37,21N12,2023-03-06 23:54:03.191230
1FTYR10D22TA74040,1,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:54:03.201938
1FTEW1EG9LFA91576,1,UNINTENDED TAILGATE OPENING,21M06,2023-03-06 23:54:03.203237
1ftpw14544kc70965,,,,2023-03-06 23:54:03.792360
1FTYR10D57PA46619,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:54:04.512400
1FADP3F27EL155082,1,TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE,14M02,2023-03-06 23:54:04.513949
1FMZU73K43UA73687,,,,2023-03-06 23:54:04.836236
1FMEU74EX6UA32542,,,,2023-03-06 23:54:04.838291
1FTRW128X9KC82373,,,,2023-03-06 23:54:04.836888
1FMFU17L73LA67844,,,,2023-03-06 23:54:04.852789
1FAHP3FN6AW143378,,,,2023-03-06 23:54:04.847227
1FALP46V5VF155883,,,,2023-03-06 23:54:04.860114
1ZVFT85H555223091,,,,2023-03-06 23:54:04.869
1FMZU73K15UA12090,,,,2023-03-06 23:54:04.902509
3fafp31n65r104037,,,,2023-03-06 23:54:05.119726
1FTEW1CB2MKD61473,1,UNINTENDED TAILGATE OPENING,21M08,2023-03-06 23:54:06.251589
1FTFX1EFXBFC47325,1,UNINTENDED TAILGATE OPENING,21M08,2023-03-06 23:54:06.254548
1FTFX1EF5EKF14088,,,,2023-03-06 23:54:06.462970
1fa6p8sj3l5502623,,,,2023-03-06 23:54:06.478523
1FTDE14F8DHA31219,,,,2023-03-06 23:54:06.486719
1FTEW1E86NFA70924,,,,2023-03-06 23:54:06.482775
1FMDU34X9NUA84961,,,,2023-03-06 23:54:06.504014
1FMCU93168KC32057,,,,2023-03-06 23:54:06.495221
1FMCU0F73HUC43906,,,,2023-03-06 23:54:06.515790
1FTEW1C87AKB98223,,,,2023-03-06 23:54:06.520015
1FTEW1E41KKE13610,,,,2023-03-06 23:54:06.640458
1fmhk7f89bga00510,1,EPAS STEERING EFFORTS,15N01,2023-03-06 23:54:06.875357
1FTLR4FE4BPA40816,,,,2023-03-06 23:54:07.813505
1FM5K8AR4KGA13318,,,,2023-03-06 23:54:07.817935
1FAHP3M28CL282053,,,,2023-03-06 23:54:08.101741
1FA6P8R0XM5550313,,,,2023-03-06 23:54:08.110831
1FMEU176XVLB82897,,,,2023-03-06 23:54:08.123559
1FTRX17L42NA45599,,,,2023-03-06 23:54:08.124336
1FTDX1768VKD55944,,,,2023-03-06 23:54:08.130166
1FTCR10A6MTA10568,,,,2023-03-06 23:54:08.121869
