Open_Recalls,Recall_status,Name_of_Recall,Campaign_NHTSA,Date_of_recall_announcement,Brief_Description,Safety_Risk,Remedy,Vim_ID,Time_Stamp
Yes,complete,HEATED WINDSHIELD WASHER MODULE SHORT CIRCUIT - ADD WIRE HARNESS,,2008-08-26,,,,1GNFK163X8J120784,2023-03-06 23:48:31.785565
Yes,complete,REMOTE KEYLESS ENTRY (RKE) SYSTEM INOPERATIVE,,2003-02-26,,,,1GNEC13Z33R209401,2023-03-06 23:48:31.794067
No,,,,,,,,1G1ZC5ST5LF012738,2023-03-06 23:48:31.807611
No,,,,,,,,1gnskckc7gr137168,2023-03-06 23:48:31.944491
Yes,complete,High Voltage Battery May Melt or Burn,21V650,2021-10-07,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2020-2022 model year Chevrolet Bolt EV, and 2022 model year Chevrolet Bolt EUV vehicles.  The high voltage batteries in these vehicles may pose a risk of fire when charged to full, or very close to full, capacity.","The high voltage batteries in these vehicles may pose a risk of fire when charged to full, or very close to full, capacity.",Dealers will replace defective battery modules.,1G1FY6S06N4104861,2023-03-06 23:48:32.020193
Yes,complete,UNINTENDED IGNITION KEY ROTATION,14V400,2014-07-03,"General Motors has decided that a defect which relates to motor vehicle safety exists in 2000-2005 MY Chevrolet Impala and Monte Carlo, 1997-2003 MY Chevrolet Malibu, 2004-2005 MY Chevrolet Malibu Classic, 1999-2004 MY Oldsmobile Alero, 1998-2002 MY Oldsmobile Intrigue, 1999-2005 MY Pontiac Grand Am, and 2004-2008 MY Pontiac Grand Prix vehicles. If the key ring is carrying added weight and the vehicle goes off road or experiences some other jarring event, it may unintentionally move the key away from the run position. If this occurs, engine power, power steering and power braking may be affected, increasing the risk of a crash.","The timing of the key movement out of the ""run"" position, relative to the activation of the sensing algorithm of the crash event, may result in the airbags not deploying, increasing the potential for occupant injury in certain kinds of crashes. Until the recall has been performed, it is very important that customers remove all items from their key ring, leaving only the vehicle key. The key fob (if applicable), should also be removed from the key ring.","Dealers are to install two key rings and an insert in the key slot or a cover over the key head on all ignition keys, free of charge.",1G1ND52J4Y6234317,2023-03-06 23:48:32.026781
Yes,complete,High Voltage Battery May Melt or Burn,21V650,2021-08-20,"General Motors has decided that a defect which relates to motor vehicle safety exists in 2020-22 model year Chevrolet Bolt EV and 2022 model year Chevrolet Bolt EUV vehicles. The high voltage batteries in some vehicles may pose a risk of fire when charged to full, or very close to full, capacity.","The high voltage batteries in some vehicles may pose a risk of fire when charged to full, or very close to full, capacity.","Dealers will replace defective lithium ion battery modules with new lithium ion battery modules as parts become available.  Until the updated recall remedy is performed, customers should take the following interim steps: 1.Customers should set their vehicle’s high-voltage battery system to a 90% state of charge limitation using Target Charge Level mode.   If customers are unable to successfully make these changes, or do not feel comfortable making these changes, customers should visit their dealer to have these adjustments completed. 2.Additionally, we ask that customers charge their vehicle more frequently and avoid depleting their battery below approximately 70 miles (113 KM) of remaining range, where possible.    3.Out of an abundance of caution, customers should continue to park their vehicles outside immediately after charging and not leave their vehicles charging indoors overnight.",1G1FY6S06N4104861,2023-03-06 23:48:32.022653
Yes,incomplete,Special Coverage 14582,,2001-01-01,"On some 2008 model year (MY) Saturn Outlook; 2008-2009 MY Buick Allure, Chevrolet Equinox, Chevrolet Uplander, Pontiac G8, Pontiac Montana SV6, Pontiac Torrent, and Saturn VUE; 2008-2010 MY Hummer H3 and Pontiac G6; 2008-2011 MY Cadillac CTS, Cadillac SRX, and Chevrolet Impala; 2008, 2011-2012 MY Chevrolet Captiva; 2008-2011 MY Buick Enclave, Buick Lacrosse; 2008-2012 MY Chevrolet Colorado, Chevrolet Malibu, and GMC Canyon; 2009 MY Hummer H3T; 2009-2011 MY Buick Lucerne; 2009-2011 MY Chevrolet Traverse and GMC Acadia; and 2010-2011 MY Buick Regal vehicles, the throttle-position sensor may cause the engine to run rough, cause the malfunction-indicator lamp and/or an engine reduced power message to illuminate, and reduce the engine’s power.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,2CNDL43F486067585,2023-03-06 23:48:32.038066
Yes,incomplete,Special Coverage 10250,,2001-01-01,,,,2CNDL43F486067585,2023-03-06 23:48:32.050768
Yes,complete,LOSS OF AIR CONDITIONING - REMOVE CONDENSER SHIELD - ** EXPIRES 09/30/09 **,,2008-08-22,,,,2CNDL43F486067585,2023-03-06 23:48:32.064702
Yes,incomplete,Special Coverage 12191,,2001-01-01,"Some 2006 model year Pontiac Pursuit, 2006-2007 model year Saturn ION, 2006-2009 model year Chevrolet Cobalt, 2007-2009 model year Chevrolet Equinox, Pontiac G5, and Torrent, and 2008-2009 model year Chevrolet Uplander and Pontiac Montana SV6 vehicles may have a condition where the plastic supply or return port on the fuel pump cracks and leaks fuel or fuel vapors. Fuel vapors, in the presence of an ignition source, could potentially cause a vehicle fire.  The symptoms of this condition are: a noticeable fuel odor while the vehicle is being driven or after it is parked; the Check Engine Soon light may be illuminated on the instrument cluster; if the crack is large enough, fuel may be observed on the ground, or vehicle performance may be affected

Under this special coverage, should a vehicle ever experience this condition, the owner must take the vehicle to their GM dealer and have the dealer inspect the vehicle, confirm the condition, and then repair that vehicle for free.",,,2CNDL43F486067585,2023-03-06 23:48:32.066267
Yes,complete,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,1GNEC13Z62R217216,2023-03-06 23:48:32.106011
Yes,incomplete,Fuel and Vapor Leaks due to cracks in the fuel pump module flange or leaks past the sender seal - 2007-2013 Chevrolet Corvette & 2007-2009 Cadillac XLR,,2016-07-22,"Some 2007 to 2009 model year XLR or 2007 to 2013 model year Corvette vehicles may have a condition where a fuel odor is detected, fuel droplets appear below the left-hand fuel tank with fuel gauge level above 1/2, or a malfunction indicator lamp illuminates due to a leak path in the left-hand fuel pump module flange.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the left hand fuel tank fuel pump module.  The repairs will be made at no charge to the customer.,1G1YY26U575119525,2023-03-06 23:48:32.129600
Yes,incomplete,Special Coverage N150643,,2001-01-01,"Some 2004-2009 model year Cadillac XLR and 2005-2013 model year Chevrolet Corvette vehicles, equipped with power seats, may have a condition where, the wire harness connector from the seat side airbag and buckle tensioner to the body has a design interference between the vertical adjust crossbar and the carpet.  When the seat is moved forward or back, the connector may be dragged along the carpet, pulling terminals loose or pulling the connector apart. This will cause a diagnostic trouble code to be set and the service airbag light will be illuminated.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1YY26U575119525,2023-03-06 23:48:32.131348
Yes,complete,LOW-BEAM HEADLAMPS INOPERATIVE,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,1G1YY26U575119525,2023-03-06 23:48:32.132079
Yes,incomplete,Special Coverage 15356,,2001-01-01,"On some 2007-2012 model year Chevrolet Malibu, 2007-2010 model year Pontiac G6, or 2007-2010 model year Saturn AURA vehicles equipped with electric power steering assist (EPS), the steering column torque sensor or the EPS motor/controller may cause the vehicle to suddenly lose EPS. If the vehicle loses EPS, the vehicle’s driver information center will display a warning message and a warning chime will sound. The vehicle will revert to a manual steering mode, which requires greater driver effort to operate at low vehicle speeds.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1ZC5E05CF218496,2023-03-06 23:48:32.142835
Yes,complete,BRAKE LAMP MALFUNCTION,14V252,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura vehicles.  On these vehicles, over time an increased resistance can develop in the Body Control Module (BCM) connection system and result in voltage fluctuations or intermittency in the Brake Apply Sensor (BAS) circuit that can cause service brake lamp malfunction.  As a result, the service brake lamps may illuminate when the service brakes are not being applied, or may not illuminate when the service brakes are being applied.  Additionally, cruise control may not engage.  If cruise control is engaged, additional service brake pedal travel may be required to disengage it.  Service brake pedal application may not be required to move the shift lever out of PARK, or additional service brake pedal travel may be required to move the shift lever out of PARK.  Traction control, electronic stability control, and panic braking assist features, if equipped, may be disabled.  Service ESC and/or Traction Control tell-tales may illuminate with this condition.",These conditions may increase the risk of a crash.,"Dealers are to attach the wiring harness to the BCM with a spacer, apply dielectric lubricant to both the BCM and harness connector and on the BAS and harness connector, and relearn the brake pedal home position free of charge.",1G1ZC5E05CF218496,2023-03-06 23:48:32.143884
Yes,incomplete,Driver’s Front Seat Belt Anchor Pretensioner Cable,,2019-03-06,"Certain 2011-2012 model year Chevrolet Malibu vehicles were previously involved in safety recall 15031, “Safety Belt Lap Anchor Tensioner Cable”. In these vehicles, if a driver repeatedly sits on the seat belt cable cover located at the base of the driver’s seat when entering the vehicle, it may cause the seat belt pretensioner to bend sharply over the seat side shield. If this continues to occur over an extended period of time, which is very rare, the seat belt pretensioner cable may fatigue and eventually separate, which could reduce the effectiveness of the vehicle’s seat belts.  Before any damage occurs to the pretensioner cable itself, signs of wear will be visible on the pretensioner cable cover where it has been repeatedly bent over the seat side shield.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to inspect and replace the driver seat belt lap anchor pretensioner and replace if necessary.  The repairs will be made at no charge to the customer.,1G1ZC5E05CF218496,2023-03-06 23:48:32.144663
Yes,incomplete,Loss of Continuity within Accelerator Pedal Position Sensor Circuit,,2019-08-15,"Some 2017-2018 model year Buick LaCrosse, 2018 model year Buick Regal, 2016-2018 model year Chevrolet Malibu vehicles may have a condition that affects the electrical connection to one of the vehicle’s accelerator pedal position sensors. If this electrical connection is interrupted, the accelerator pedal will still function, but the vehicle will enter a reduced engine power mode where the vehicle’s maximum acceleration and torque are reduced. Additionally, the Malfunction Indicator Light (Check Engine Light) will illuminate, the ‘Engine Power is Reduced’ message will display, and a diagnostic trouble code for Accelerator Pedal Position Sensor Correlation (P2138) will be set when this condition occurs.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the accelerator pedal and position sensor assembly as necessary and repair the engine wire harness (Malibu LFV only). The repairs will be made at no charge to the customer.,1G1ZE5ST5HF275023,2023-03-06 23:48:32.146165
Yes,complete,SAFETY BELT LAP ANCHOR TENSIONER CABLE,15V269,2015-05-06,General Motors has decided that a defect which relates to motor vehicle safety exists in 2011-2012 model year Chevrolet Malibu vehicles.  The flexible steel cable that connects the safety belt to the vehicle at the outside of the front outboard seating positions can fatigue and separate over time as a result of occupant movement into the seat.,"In a crash, a fatigued cable could break, reducing the effectiveness of the vehicle’s safety belts and increasing the risk of injury to the occupant.","Dealers will replace the outboard lap anchor mounting bracket to re-locate the tensioner 30mm rearward.   Dealers will also inspect the cable, and if necessary, replace the lap pretensioner. These repairs will be completed free of charge.",1G1ZC5E05CF218496,2023-03-06 23:48:32.147020
Yes,incomplete,Special Coverage 14232,,2001-01-01,"Some 2012-2014 model year Buick Verano, 2011-2014 model year Chevrolet Cruze and Volt, 2010-2014 model year Chevrolet Equinox and GMC Terrain, and 2013-2014 model year Chevrolet Malibu vehicles may have increased friction in the steering system. This could cause the steering wheel to stick in the straight-ahead position after driving long distances on a straight highway. The steering wheel can be turned but it may require increased effort.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G11B5SA4DF170729,2023-03-06 23:48:32.164892
Yes,incomplete,2013 Malibu_ATS Camshaft Actuator Valve,,2016-05-18,"Some 2013 model year Cadillac ATS and Chevrolet Malibu vehicles equipped with 2.0L or 2.5L engine, may have a condition where a wire within the intake or exhaust camshaft position actuator solenoid may break. If this were to occur, the Malfunction Indicator Light would illuminate in the instrument panel. In addition, an internal diagnostic trouble code (DTC) P0010 (Intake Camshaft Position Actuator Solenoid Valve Control Circuit) or DTC P0013 (Exhaust Camshaft Position Actuator Solenoid Valve Control Circuit) may set in the vehicle’s computer.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Replace the intake or exhaust camshaft position actuator solenoid valve as necessary.  The repairs will be made at no charge to the customer.,1G11B5SA4DF170729,2023-03-06 23:48:32.165933
Yes,complete,KNOCK SENSOR WIRING HARNESS CONNECTIONS REVERSED,,2012-12-11,,,,1G11B5SA4DF170729,2023-03-06 23:48:32.166936
Yes,complete,Turn Signal Lamp Outage Indicator Not Working,12V484,2012-10-03,"General Motors has decided that certain 2011-2013 MY Buick Regal built with RPO TT4 or T4A and 2013 MY Chevrolet Malibu built with RPO T4A vehicles fail to conform to Federal Motor Vehicle Safety Standard 108 - Lamps, Reflective Devices, and Associated Equipment.","The subject vehicles are equipped with front turn single that utilize 2 bulbs in each front turn signal.  In certain subject vehicles if both front turn signal bulbs burn out in either front turn signal lamp, the failure of the turn signal lamp is indicated to the driver by the turn signal arrow flashing rapidly in the instrument cluster; however, if one of the two front turn signal bulbs on either side burns out, there is no indication to the driver.",Dealers are to reflash the body control module free of charge.,1G11B5SA4DF170729,2023-03-06 23:48:32.167566
Yes,incomplete,Rear Suspension Toe Link May Break,20V764,2020-12-21,"General Motors has decided that a defect which relates to motor vehicle safety exists in the certain 2010 – 2013 Buick LaCrosse, 2012 – 2013 Buick Regal, and 2013 Chevrolet Malibu vehicles that were ever registered in Connecticut, Delaware, the District of Columbia, Illinois, Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, Virginia, West Virginia, or Wisconsin (collectively, “Corrosion States”).  These vehicles may have rear toe links that received excessive electrocoating (e-coat) corrosion protection, which could cause the e-coat to become brittle and break away when contacted by road debris.  Over time, the e-coat may chip away, exposing the metal toe link and making it more susceptible to corrosion.  Corrosion may eventually cause the toe link to thin and ultimately to fracture.","A rear toe link fracture may reduce the ability to control the vehicle, increasing the risk of a crash.",Dealers will replace rear suspension toe links and adjuster fasteners.,1G11B5SA4DF170729,2023-03-06 23:48:32.168219
No,,,,,,,,1g1yy26e875100329,2023-03-06 23:48:32.178297
Yes,incomplete,Special Coverage 11273,,2001-01-01,"Some 2008-2009 Chevrolet TrailBlazer; GMC Envoy; HUMMER H2; Saab 9-7x; 2008-2011 Cadillac Escalade, Escalade ESV, Escalade EXT; Chevrolet Avalanche, Express, Silverado, Suburban, Tahoe; GMC Savana, Sierra, Yukon, Yukon XL; 2008-2010 HUMMER H3; 2009-2011 Chevrolet Colorado; GMC Canyon; and 2009-2010 HUMMER H3T vehicles, equipped with a V8 engine, may have a condition where the throttle position sensor may cause the engine to run rough and cause the malfunction indicator lamp and/or an Engine Reduced Power message to illuminate. If this occurs, it could result in reduced engine power.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1GNUKJE38AR115373,2023-03-06 23:48:32.181008
Yes,incomplete,Front Passenger Airbag Takata Inflator – Priority Group 6,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles.  The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,1GNUKJE38AR115373,2023-03-06 23:48:32.181924
Yes,complete,TRANSMISSION DIPSTICK TUBE FRACTURE,,2012-09-17,,,,1GNUKJE38AR115373,2023-03-06 23:48:32.189076
No,,,,,,,,3GNAXUEV5LL268620,2023-03-06 23:48:32.213487
Yes,incomplete,Front Passenger Airbag Takata Inflator – Priority Group 6,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles.  The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,1GNFK130X7J341794,2023-03-06 23:48:32.453568
No,,,,,,,,1gnek13tx1r192527,2023-03-06 23:48:32.449065
Yes,incomplete,Special Coverage 11135,,2001-01-01,,,,2CNDL63F266068811,2023-03-06 23:48:32.479633
Yes,incomplete,Special Coverage 14319,,2001-01-01,"Certain 2005-2006 model year (MY) Chevrolet Equinox, 2006 MY Pontiac Torrent and 2002-2007 MY Saturn VUE vehicles may have a condition in which the ignition key may be removed when the ignition is not in the “Off” position. If the ignition key is removed when the ignition is not in the “Off” position, unintended motion may occur: (a) for an automatic transmission, if the transmission is not in “Park”; or (b) for a manual transmission, if the parking brake is not engaged and the transmission is not in reverse gear. This could result in a vehicle crash and occupant or pedestrian injuries.

This special coverage covers the condition described above for the life of the vehicle. This means regardless of when the vehicle was originally placed in service or its current mileage or ownership, the repairs described in this bulletin will be paid for by GM.",,,2CNDL63F266068811,2023-03-06 23:48:32.486950
Yes,complete,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,1GNEK13T51R154901,2023-03-06 23:48:32.464893
Yes,incomplete,Special Coverage 14232,,2001-01-01,"Some 2012-2014 model year Buick Verano, 2011-2014 model year Chevrolet Cruze and Volt, 2010-2014 model year Chevrolet Equinox and GMC Terrain, and 2013-2014 model year Chevrolet Malibu vehicles may have increased friction in the steering system. This could cause the steering wheel to stick in the straight-ahead position after driving long distances on a straight highway. The steering wheel can be turned but it may require increased effort.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G11C5SA3DF323517,2023-03-06 23:48:32.530531
Yes,incomplete,2013 Malibu_ATS Camshaft Actuator Valve,,2016-05-18,"Some 2013 model year Cadillac ATS and Chevrolet Malibu vehicles equipped with 2.0L or 2.5L engine, may have a condition where a wire within the intake or exhaust camshaft position actuator solenoid may break. If this were to occur, the Malfunction Indicator Light would illuminate in the instrument panel. In addition, an internal diagnostic trouble code (DTC) P0010 (Intake Camshaft Position Actuator Solenoid Valve Control Circuit) or DTC P0013 (Exhaust Camshaft Position Actuator Solenoid Valve Control Circuit) may set in the vehicle’s computer.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Replace the intake or exhaust camshaft position actuator solenoid valve as necessary.  The repairs will be made at no charge to the customer.,1G11C5SA3DF323517,2023-03-06 23:48:32.533106
Yes,complete,SUNROOF SWITCH COMPLIANCE,15V164,2015-03-18,"General Motors has decided that certain 2013 – 2015 model year Chevrolet Malibu vehicles equipped with power-operated roof panel systems fail to conform to Federal Motor Vehicle Safety Standard (FMVSS) No. 118, “Power-Operated Window, Partition, and Roof Panel Systems.” The roof panels in these vehicles will auto-close when the non-recessed portion of the “Slide” or “Tilt” switches are pressed and the roof panel is open.  Because these switches are not fully recessed, they can be actuated when performing the test procedure set forth in S6(a) of FMVSS No. 118, which results in the roof panel auto-closing when open.","Because the switch fails the test procedure set forth in S6(a) of FMVSS No. 118, the switch may be more susceptible to an inadvertent actuation, which could result in unintended auto-closure of the roof panel, increasing the risk of injury.  The roof panel does have an auto-reverse feature intended to prevent injury from unintended closure, but this feature may not protect against all injuries in every circumstance.",Dealers will reflash the Body Control Module (BCM) free of charge. The revised software will remove the “one-touch” (momentary actuation) feature for certain switch positions.,1G11C5SL7FF206852,2023-03-06 23:48:32.543167
Yes,complete,TRANSMISSION DIPSTICK TUBE FRACTURE,,2012-09-17,,,,1GNUKBE03AR264205,2023-03-06 23:48:32.562557
Yes,complete,Front Passenger Airbag Takata Inflator - Priority Group 9,21V053,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles.  The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,1GNUKBE03AR264205,2023-03-06 23:48:32.564189
Yes,incomplete,Special Coverage 11273,,2001-01-01,"Some 2008-2009 Chevrolet TrailBlazer; GMC Envoy; HUMMER H2; Saab 9-7x; 2008-2011 Cadillac Escalade, Escalade ESV, Escalade EXT; Chevrolet Avalanche, Express, Silverado, Suburban, Tahoe; GMC Savana, Sierra, Yukon, Yukon XL; 2008-2010 HUMMER H3; 2009-2011 Chevrolet Colorado; GMC Canyon; and 2009-2010 HUMMER H3T vehicles, equipped with a V8 engine, may have a condition where the throttle position sensor may cause the engine to run rough and cause the malfunction indicator lamp and/or an Engine Reduced Power message to illuminate. If this occurs, it could result in reduced engine power.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1GNUKBE03AR264205,2023-03-06 23:48:32.575618
Yes,incomplete,Engine Fuel Injector,,2019-07-26,"Some 2016 or 2017 model year Cadillac Escalade, Cadillac Escalade ESV, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, GMC Yukon, and GMC Yukon XL vehicles, equipped with the 5.7L or 6.2L engine may have a condition which affects fuel injector function. Under certain circumstances one or more of the vehicle’s fuel injectors may deliver an improper amount of fuel to the engine. If this occurs, the Malfunction Indicator Lamp (Check Engine Light) will illuminate, the engine may idle or run rough, and the vehicle may stall. A diagnostic trouble code related to the fuel injector may be set.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the fuel injectors as necessary.  The repairs will be made at no charge to the customer.,1GNSCBKC8HR210573,2023-03-06 23:48:32.547178
Yes,incomplete,Brake Assist Decreased Due To Vacuum Loss,,2019-04-10,"Some 2014 – 2018 model year GM vehicles may have a condition where customers may experience increased brake pedal effort, hard brake pedal, and/or potentially increased stopping distance. The condition is more prevalent at low speed when softly applying the brakes. The engine mounted mechanical vacuum pump output may decrease over time decreasing the amount of vacuum/power brake assist. Failure to follow recommended oil change intervals could contribute to this condition. The Driver’s Information Center, (DIC) “Service brake assist” alert will activate 2-5 minutes after the vacuum level drops, and a Diagnostic Trouble Code, (DTC) will also be set. Even where this condition occurs, the hydraulic brake system remains functional but may require additional pedal force.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the vacuum pump and vacuum pump belt.  The repairs will be made at no charge to the customer.,1GNSCBKC8HR210573,2023-03-06 23:48:32.585759
Yes,incomplete,Front Passenger Airbag Takata Inflator – Priority Group 6,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles.  The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,1GNFC13097R410859,2023-03-06 23:48:32.584957
Yes,incomplete,Combi-Cooler Air Conditioner Refrigerant Leak,,2017-10-06,"Some 2015-2017 model year Cadillac Escalade, Escalade ESV, Chevrolet Suburban, Tahoe, GMC Yukon and Yukon XL vehicles, may have a condition where thermal cycling on the combination transmission fluid/oil and AC condenser cooler creates a crack that may allow refrigerant to escape. This condition consequently may deactivate the AC system which may cause potential customer annoyance.

This special coverage covers the condition described above for a period of 5 years or 60,000 miles (100,000 km) for Chevrolet Suburban, Tahoe, GMC Yukon and Yukon XL and 6 years or 72,000 miles (116,000 km) for Cadillac Escalade and Escalade ESV, whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to inspect the air conditioning condenser and replace if necessary.  The repairs will be made at no charge to the customer.,1GNSCBKC8HR210573,2023-03-06 23:48:32.587059
Yes,complete,Increased Brake Pedal Effort,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,1GNSCBKC8HR210573,2023-03-06 23:48:32.594964
